fixture_id,id_lesionado,name_lesionado
878106,15,T. Delaney
878106,433,Marcao
878106,30433,Papu Gomez
878106,378,A. Telles
878107,47309,A. Guevara
878107,47322,M. Merquelanz
878107,31406,U. Sadiq
878107,47306,A. Sola
878107,183744,B. Turrientes
878107,2670,I. Martinez
878108,153,O. Dembele
878109,47391,R. Pena
878109,46657,N. Vidal
878110,47258,M. Arambarri
878110,46825,K. Bare
878110,286604,Gori
878110,127426,P. Lozano
878110,46764,B. Olivan
878110,47329,A. Pedrosa
878111,2717,Anuar
878111,2040,S. Escudero
878111,1583,S. Leon
878111,47551,R. de Tomas
878112,47271,Y. Alvarez
878112,2670,I. Martinez
878112,505,D. Alaba
878112,733,D. Carvajal
878112,2296,E. Hazard
878112,757,Lucas
878112,1271,A. Tchouameni
878113,31,J. M. Gimenez
878113,739,S. Reguilon
878113,39,S. Savic
878113,2717,Anuar
878113,2040,S. Escudero
878113,18902,Kenedy
878113,104941,Monchu
878114,521,R. Lewandowski
878114,931,F. Torres
878114,47258,M. Arambarri
878114,2060,Munir El Haddadi
878115,184345,J. Alamo
878115,295879,J. Chetauya
878115,146,A. Collado
878115,75414,N. Mercau
878115,18807,D. Quina
878115,30525,P. Lirola
878115,47391,R. Pena
878115,1825,L. Torro
878115,46657,N. Vidal
878116,47109,O. Valentin
878116,47551,R. de Tomas
878116,274312,M. Cho
878116,47299,A. Gorosabel
878116,47309,A. Guevara
878116,47311,M. Merino
878116,47322,M. Merquelanz
878116,182546,J. Pacheco
878116,31406,U. Sadiq
878116,47306,A. Sola
878116,47315,M. Zubimendi
878117,46825,K. Bare
878117,286604,Gori
878117,47329,A. Pedrosa
878117,185202,J. Cruz
878117,668,N. Fekir
878117,47320,Juanmi
878117,1847,Luiz Felipe
878118,927,Lee Kang-In
878119,1493,M. Acuna
878119,389,J. Corona
878119,15,T. Delaney
878119,433,Marcao
878119,30433,Papu Gomez
878119,378,A. Telles
878119,46998,J. Cala
878119,162058,V. Chust
878119,47229,Fali
878119,46770,J. A. Garrido
878119,46755,D. Gil
878119,46772,Jose Mari
878119,46691,F. San Emeterio
878119,47307,J. Zaldua
878120,1482,T. Correia
878120,911,J. Domenech
878120,161933,Nico
878120,305803,Kaiky
878121,924,F. Coquelin
878121,283058,N. Jackson
878121,18794,Kiko
878121,1578,G. Lo Celso
878121,1702,A. Pedraza
878121,314,R. Albiol
878121,263529,I. Kebe
878121,47334,D. Lopez
878121,10166,Reinier
878122,46824,I. Alejo
878122,46998,J. Cala
878122,162058,V. Chust
878122,46770,J. A. Garrido
878122,46772,Jose Mari
878122,46691,F. San Emeterio
878122,937,R. Sobrino
878122,47307,J. Zaldua
878123,505,D. Alaba
878123,733,D. Carvajal
878123,757,Lucas
878123,653,F. Mendy
878123,1271,A. Tchouameni
878123,47317,A. Barrenetxea
878123,274312,M. Cho
878123,47299,A. Gorosabel
878123,47309,A. Guevara
878123,47311,M. Merino
878123,47322,M. Merquelanz
878123,182546,J. Pacheco
878123,31406,U. Sadiq
878123,634,D. Silva
878123,47306,A. Sola
878124,305803,Kaiky
878124,46825,K. Bare
878124,286604,Gori
878124,47329,A. Pedrosa
878124,349397,Simo
878125,2670,I. Martinez
878125,47294,I. Williams
878126,47391,R. Pena
878126,46657,N. Vidal
878126,753,M. Llorente
878126,39,S. Savic
878127,135334,S. Bueno
878127,263529,I. Kebe
878127,47334,D. Lopez
878127,10166,Reinier
878127,521,R. Lewandowski
878127,931,F. Torres
878128,47258,M. Arambarri
878128,2060,Munir El Haddadi
878128,185202,J. Cruz
878129,389,J. Corona
878129,2813,M. Dmitrovic
878129,176,E. Lamela
878129,433,Marcao
878129,378,A. Telles
878129,184345,J. Alamo
878129,195923,J. A. Carmona
878129,295879,J. Chetauya
878129,146,A. Collado
878129,18807,D. Quina
878129,47182,Tete Morente
878130,2717,Anuar
878130,31386,J. El Yamiq
878130,2040,S. Escudero
878130,341700,I. Fresneda
878130,18902,Kenedy
878130,1482,T. Correia
878130,911,J. Domenech
878130,161933,Nico
878131,283058,N. Jackson
878131,1578,G. Lo Celso
878131,1702,A. Pedraza
878131,47109,O. Valentin
878132,2670,I. Martinez
878132,47294,I. Williams
878132,47485,R. Alcaraz
878132,46998,J. Cala
878132,162058,V. Chust
878132,46770,J. A. Garrido
878132,46755,D. Gil
878132,46772,Jose Mari
878132,50502,A. Negredo
878132,46691,F. San Emeterio
878132,47307,J. Zaldua
878133,5987,F. Angileri
878133,119742,J. Iglesias
878134,153,O. Dembele
878134,389,J. Corona
878134,433,Marcao
878134,2054,J. Navas
878134,30433,Papu Gomez
878134,378,A. Telles
878135,1580,W. Carvalho
878135,2464,A. Marchesin
878136,184345,J. Alamo
878136,47378,P. Bigas
878136,295879,J. Chetauya
878136,146,A. Collado
878136,47182,Tete Morente
878136,283058,N. Jackson
878136,286616,F. Jorgensen
878136,1578,G. Lo Celso
878136,1702,A. Pedraza
878136,46815,P. Torres
878137,181582,J. Copete
878137,46738,M. Valjent
878137,759,K. Benzema
878137,2296,E. Hazard
878137,757,Lucas
878137,653,F. Mendy
878137,372,E. Militao
878138,46825,K. Bare
878138,46968,O. Gil
878138,286604,Gori
878138,47329,A. Pedrosa
878138,10169,Vinicius Souza
878138,349397,Simo
878138,67939,A. Oroz
878138,47391,R. Pena
878138,46657,N. Vidal
878139,274312,M. Cho
878139,47298,A. Elustondo
878139,47299,A. Gorosabel
878139,47309,A. Guevara
878139,47311,M. Merino
878139,47322,M. Merquelanz
878139,182546,J. Pacheco
878139,31406,U. Sadiq
878139,634,D. Silva
878139,47306,A. Sola
878139,2717,Anuar
878139,47487,J. Fernandez
878139,18902,Kenedy
878139,2053,R. Mesa
878140,197448,Y. Couto
878140,263529,I. Kebe
878140,47334,D. Lopez
878140,283668,A. Martinez
878140,10166,Reinier
878140,1482,T. Correia
878140,911,J. Domenech
878140,915,Gabriel Paulista
878140,792,J. Kluivert
878140,161933,Nico
878141,47543,A. Garcia
878141,47109,O. Valentin
878142,47250,Djene
878142,119742,J. Iglesias
878143,46998,J. Cala
878143,162058,V. Chust
878143,46770,J. A. Garrido
878143,46755,D. Gil
878143,46772,Jose Mari
878143,50502,A. Negredo
878143,47307,J. Zaldua
878143,197448,Y. Couto
878143,47514,V. Fernandez
878143,2449,Y. Herrera
878143,263529,I. Kebe
878143,47334,D. Lopez
878143,10166,Reinier
878143,2617,C. Stuani
878144,46825,K. Bare
878144,286604,Gori
878144,18907,Joselu
878144,2873,C. Montes
878144,47329,A. Pedrosa
878144,99,R. Pierre-Gabriel
878144,274312,M. Cho
878144,47298,A. Elustondo
878144,47299,A. Gorosabel
878144,47322,M. Merquelanz
878144,182546,J. Pacheco
878144,31406,U. Sadiq
878144,634,D. Silva
878145,13062,Leo Baptistao
878145,6065,L. Robertone
878145,1568,P. Akouokou
878145,1580,W. Carvalho
878145,185202,J. Cruz
878145,668,N. Fekir
878145,1847,Luiz Felipe
878146,1482,T. Correia
878146,911,J. Domenech
878146,915,Gabriel Paulista
878146,919,H. Guillamon
878146,161933,Nico
878146,47273,Y. Berchiche
878146,898,A. Herrera
878146,2670,I. Martinez
878147,2464,A. Marchesin
878147,47277,U. Nunez
878148,283058,N. Jackson
878148,1578,G. Lo Celso
878148,1707,G. Moreno
878148,1702,A. Pedraza
878148,144,S. Busquets
878148,153,O. Dembele
878149,730,T. Courtois
878149,2296,E. Hazard
878149,752,T. Kroos
878149,653,F. Mendy
878149,762,Vinicius Junior
878149,184345,J. Alamo
878149,295879,J. Chetauya
878149,146,A. Collado
878149,414,O. Mascarell
878149,47398,P. Milla
878149,2486,H. Palacios
878150,389,J. Corona
878150,433,Marcao
878150,30433,Papu Gomez
878150,25345,K. Rekik
878150,378,A. Telles
878150,1687,J. Costa
878151,2717,Anuar
878151,18902,Kenedy
878151,181421,Abde
878151,67939,A. Oroz
878151,47391,R. Pena
878151,46657,N. Vidal
878152,101814,R. Araujo
878152,153,O. Dembele
878152,133609,Pedri
878152,46998,J. Cala
878152,162058,V. Chust
878152,46759,A. Espino
878152,46770,J. A. Garrido
878152,46755,D. Gil
878152,47495,S. Guardiola
878152,46772,Jose Mari
878152,50502,A. Negredo
878152,47307,J. Zaldua
878153,1568,P. Akouokou
878153,185202,J. Cruz
878153,47348,B. Iglesias
878153,185477,Rodri
878153,2717,Anuar
878153,18902,Kenedy
878154,184345,J. Alamo
878154,295879,J. Chetauya
878154,146,A. Collado
878154,46817,D. Gonzalez
878154,47398,P. Milla
878154,46825,K. Bare
878154,47249,L. Cabrera
878154,47478,F. Calero
878154,119232,D. Gomez
878154,286604,Gori
878154,18907,Joselu
878154,2873,C. Montes
878154,47329,A. Pedrosa
878155,924,F. Coquelin
878155,283058,N. Jackson
878155,1578,G. Lo Celso
878155,288,A. Moreno
878155,286616,F. Jorgensen
878155,1707,G. Moreno
878156,143,C. Alena
878156,1641,S. Castillejo
878156,274,E. Cavani
878156,1482,T. Correia
878156,911,J. Domenech
878156,161933,Nico
878157,47579,C. Avila
878157,46967,J. Cruz
878157,47391,R. Pena
878157,46657,N. Vidal
878157,759,K. Benzema
878157,760,M. Diaz
878157,752,T. Kroos
878157,653,F. Mendy
878157,1271,A. Tchouameni
878158,174918,L. Bade
878158,389,J. Corona
878158,1489,N. Gudelj
878158,47389,J. Jordan
878158,433,Marcao
878158,30433,Papu Gomez
878158,25345,K. Rekik
878159,45,T. Lemar
878159,39,S. Savic
878159,47274,A. Capa
878159,898,A. Herrera
878159,2670,I. Martinez
878160,274312,M. Cho
878160,47298,A. Elustondo
878160,47299,A. Gorosabel
878160,47322,M. Merquelanz
878160,182546,J. Pacheco
878160,31406,U. Sadiq
878160,634,D. Silva
878160,2464,A. Marchesin
878161,197448,Y. Couto
878161,162032,M. Gutierrez
878161,2449,Y. Herrera
878161,263529,I. Kebe
878161,47514,Valery
878161,46688,A. Pozo
720749,1687,J. Costa
720749,46733,A. Raillo
720749,107194,A. Sanchez
720749,46737,J. Sastre
720750,47273,Y. Berchiche
720750,47274,A. Capa
720750,47279,I. Cordoba
720750,47292,K. Kodro
720750,47286,P. Nolaskoain
720750,183849,A. Paredes
720750,642,S. Aguero
720750,147,Coutinho
720750,153,O. Dembele
720750,135775,A. Fati
720750,162712,O. Mingueza
720750,872,M. Pjanic
720750,139,S. Umtiti
720750,141,M. Wague
720750,127,M. ter Stegen
720751,371,Felipe
720751,2669,M. Hermoso
720751,382,H. Herrera
720751,583,Joao Felix
720751,10322,Marcos Paulo
720751,47340,P. Piatti
720752,1561,M. Bartra
720752,18998,V. Camarasa
720752,1582,R. Gonzalez
720752,1577,D. Lainez
720752,47547,A. Moreno
720752,1264,Y. Sabaly
720752,46824,I. Alejo
720752,2508,S. Arzamendia
720752,46770,J. A. Garrido
720752,46772,Jose Mari
720752,47095,N. Mesa
720753,104835,D. Poveda
720753,1911,L. Ocampos
720753,385,O. Torres
720754,46969,N. Lozano
720754,911,J. Domenech
720754,919,H. Guillamon
720754,162106,Y. Musah
720754,921,C. Piccini
720755,1696,S. Chukwueze
720755,928,D. Parejo
720756,182669,Blesa Alex
720756,119232,D. Gomez
720756,47458,S. Postigo
720756,1375,R. Soldado
720756,748,D. Ceballos
720756,760,M. Diaz
720756,752,T. Kroos
720756,743,Marcelo
720756,653,F. Mendy
720756,754,L. Modric
720757,162212,M. Baeza
720757,182501,J. Fontan
720757,47432,H. Mallo
720758,46808,C. Fernandez
720758,47310,A. Illarramendi
720758,1447,N. Monreal
720758,2741,M. Ryan
720758,18867,D. Rico
720758,732,L. Zidane
720759,382,H. Herrera
720759,583,Joao Felix
720759,1696,S. Chukwueze
720759,928,D. Parejo
720760,642,S. Aguero
720760,153,O. Dembele
720760,135775,A. Fati
720760,619,E. Garcia
720760,136,G. Pique
720760,141,M. Wague
720760,47452,E. Cabaco
720760,47380,M. Cucurella
720760,104835,D. Poveda
720760,46,Vitolo
720761,1577,D. Lainez
720761,47547,A. Moreno
720761,1264,Y. Sabaly
720761,748,D. Ceballos
720761,752,T. Kroos
720761,47400,A. Lunin
720761,743,Marcelo
720761,653,F. Mendy
720761,754,L. Modric
720762,162212,M. Baeza
720762,182501,J. Fontan
720762,47434,K. Vazquez
720762,47271,Y. Alvarez
720762,47273,Y. Berchiche
720762,47286,P. Nolaskoain
720762,183849,A. Paredes
720762,47275,O. de Marcos
720763,47266,Angel
720763,46733,A. Raillo
720763,107194,A. Sanchez
720763,46737,J. Sastre
720763,47329,A. Pedrosa
720764,46770,J. A. Garrido
720764,46772,Jose Mari
720764,46667,K. Barja
720765,46808,C. Fernandez
720765,47310,A. Illarramendi
720765,1447,N. Monreal
720765,2741,M. Ryan
720765,18867,D. Rico
720765,182669,Blesa Alex
720765,47448,A. Fernandez
720765,119232,D. Gomez
720765,47458,S. Postigo
720765,1375,R. Soldado
720766,911,J. Domenech
720766,921,C. Piccini
720766,47355,R. Duarte
720767,46969,N. Lozano
720768,1911,L. Ocampos
720768,385,O. Torres
720769,47271,Y. Alvarez
720769,47273,Y. Berchiche
720769,47286,P. Nolaskoain
720769,183849,A. Paredes
720769,128398,O. Sancet
720769,47266,Angel
720769,46733,A. Raillo
720769,46736,F. Russo
720770,184345,J. Alamo
720771,46770,J. A. Garrido
720771,46772,Jose Mari
720771,46808,C. Fernandez
720771,104821,J. Guridi
720771,47310,A. Illarramendi
720771,1447,N. Monreal
720771,18867,D. Rico
720772,46969,N. Lozano
720772,1577,D. Lainez
720772,1264,Y. Sabaly
720773,2042,S. Gomez
720773,2449,Y. Herrera
720774,47461,E. Bardhi
720774,1375,R. Soldado
720774,128582,J. de Frutos
720775,46667,K. Barja
720776,505,D. Alaba
720776,758,G. Bale
720776,748,D. Ceballos
720776,1828,L. Jovic
720776,752,T. Kroos
720777,1493,M. Acuna
720777,176,E. Lamela
720777,2468,G. Montiel
720777,2054,J. Navas
720777,1650,Suso
720777,2737,M. Braithwaite
720777,131294,Y. Demir
720777,667,M. Depay
720777,38735,S. Dest
720777,135775,A. Fati
720777,133609,Pedri
720777,137,S. Roberto
720777,141,M. Wague
720778,21,P. Alcacer
720778,924,F. Coquelin
720778,83,A. Danjuma
720778,47391,R. Pena
720778,46789,S. Garcia
720778,19607,M. Miazga
720778,47360,X. Navarro
720779,182636,J. Lopez
720779,35575,E. Mendez
720779,47518,P. Pons
720779,46667,K. Barja
720780,50,Koke
720780,45,T. Lemar
720780,47271,Y. Alvarez
720780,47273,Y. Berchiche
720780,47286,P. Nolaskoain
720780,183849,A. Paredes
720780,128398,O. Sancet
720781,642,S. Aguero
720781,2737,M. Braithwaite
720781,153,O. Dembele
720781,133609,Pedri
720781,141,M. Wague
720781,128,J. Alba
720781,135775,A. Fati
720781,46969,N. Lozano
720782,1561,M. Bartra
720782,1577,D. Lainez
720782,134,J. Miranda
720782,1264,Y. Sabaly
720782,2449,Y. Herrera
720782,47349,J. Puado
720783,1926,J. Aidoo
720783,47561,C. Akapo
720783,46998,J. Cala
720783,46770,J. A. Garrido
720783,46772,Jose Mari
720783,47041,A. Perea
720784,47266,Angel
720784,46733,A. Raillo
720784,47007,I. Ruiz de Galarreta
720784,46736,F. Russo
720784,40419,A. Sedlar
720784,1696,S. Chukwueze
720784,1708,D. Raba
720785,47317,A. Barrenetxea
720785,46808,C. Fernandez
720785,104821,J. Guridi
720785,47310,A. Illarramendi
720785,1447,N. Monreal
720785,18867,D. Rico
720785,634,D. Silva
720785,47306,A. Sola
720786,923,D. Cheryshev
720786,758,G. Bale
720786,748,D. Ceballos
720786,752,T. Kroos
720786,743,Marcelo
720786,653,F. Mendy
720787,47322,M. Merquelanz
720787,47258,M. Arambarri
720788,47378,P. Bigas
720788,47461,E. Bardhi
720788,47464,J. Campana
720788,1375,R. Soldado
720788,128582,J. de Frutos
720789,47271,Y. Alvarez
720789,47273,Y. Berchiche
720789,47286,P. Nolaskoain
720789,183849,A. Paredes
720789,128398,O. Sancet
720789,47322,M. Merquelanz
720790,47258,M. Arambarri
720790,30453,J. Jankto
720790,583,Joao Felix
720790,45,T. Lemar
720790,926,G. Kondogbia
720791,46770,J. A. Garrido
720791,46772,Jose Mari
720791,642,S. Aguero
720791,128,J. Alba
720791,161928,A. Balde
720791,2737,M. Braithwaite
720791,153,O. Dembele
720791,135775,A. Fati
720791,133609,Pedri
720791,141,M. Wague
720792,46920,Y. Eteki
720792,46969,N. Lozano
720792,47317,A. Barrenetxea
720792,46808,C. Fernandez
720792,104821,J. Guridi
720792,47310,A. Illarramendi
720792,2864,A. Isak
720792,1447,N. Monreal
720792,182546,J. Pacheco
720792,18867,D. Rico
720792,634,D. Silva
720792,47306,A. Sola
720793,47478,F. Calero
720793,2449,Y. Herrera
720793,47449,Oier
720793,47349,J. Puado
720793,2047,A. Vidal
720793,18895,F. Lejeune
720793,182636,J. Lopez
720793,35575,E. Mendez
720793,47518,P. Pons
720794,47461,E. Bardhi
720794,47464,J. Campana
720794,1375,R. Soldado
720794,46714,M. Malsa
720795,46667,K. Barja
720795,46746,A. Budimir
720795,1561,M. Bartra
720795,1577,D. Lainez
720795,2469,G. Pezzella
720795,1693,V. Ruiz
720795,1264,Y. Sabaly
720796,758,G. Bale
720796,733,D. Carvajal
720796,748,D. Ceballos
720796,752,T. Kroos
720796,743,Marcelo
720796,653,F. Mendy
720796,47266,Angel
720796,26302,P. Maffeo
720796,46733,A. Raillo
720796,46736,F. Russo
720797,385,O. Torres
720797,1650,Suso
720797,47367,A. Blanco
720797,923,D. Cheryshev
720797,1482,T. Correia
720797,918,J. Gaya
720797,921,C. Piccini
720797,930,C. Soler
720798,1696,S. Chukwueze
720798,47378,P. Bigas
720799,18895,F. Lejeune
720799,182636,J. Lopez
720799,35575,E. Mendez
720799,47518,P. Pons
720799,583,Joao Felix
720799,45,T. Lemar
720800,642,S. Aguero
720800,128,J. Alba
720800,161928,A. Balde
720800,2737,M. Braithwaite
720800,153,O. Dembele
720800,133609,Pedri
720800,137,S. Roberto
720800,141,M. Wague
720800,538,F. de Jong
720800,47461,E. Bardhi
720800,47464,J. Campana
720800,156488,D. Cardenas
720800,46714,M. Malsa
720800,1375,R. Soldado
720800,47457,R. Vezo
720801,1577,D. Lainez
720801,1693,V. Ruiz
720801,1264,Y. Sabaly
720801,143,C. Alena
720801,47258,M. Arambarri
720801,30453,J. Jankto
720801,46,Vitolo
720802,1926,J. Aidoo
720802,46920,Y. Eteki
720802,46969,N. Lozano
720803,32862,T. Kubo
720803,26302,P. Maffeo
720803,46733,A. Raillo
720803,46667,K. Barja
720803,46746,A. Budimir
720804,758,G. Bale
720804,733,D. Carvajal
720804,748,D. Ceballos
720804,752,T. Kroos
720804,743,Marcelo
720804,653,F. Mendy
720804,1696,S. Chukwueze
720804,1707,G. Moreno
720804,1708,D. Raba
720805,47317,A. Barrenetxea
720805,46808,C. Fernandez
720805,104821,J. Guridi
720805,47310,A. Illarramendi
720805,2864,A. Isak
720805,1447,N. Monreal
720805,182546,J. Pacheco
720805,18867,D. Rico
720805,634,D. Silva
720805,47306,A. Sola
720805,8492,A. Sorloth
720805,47378,P. Bigas
720805,608,L. Boye
720806,385,O. Torres
720806,47478,F. Calero
720806,2449,Y. Herrera
720806,1690,Miguelon
720806,47349,J. Puado
720807,923,D. Cheryshev
720807,1482,T. Correia
720807,918,J. Gaya
720807,930,C. Soler
720807,47367,A. Blanco
720807,47271,Y. Alvarez
720807,47273,Y. Berchiche
720807,47286,P. Nolaskoain
720807,183849,A. Paredes
720807,128398,O. Sancet
720807,104853,A. Villalibre
720808,47322,M. Merquelanz
720808,46770,J. A. Garrido
720808,46772,Jose Mari
720808,47229,Fali
720822,46795,D. Duarte
720822,2051,M. Gonalons
720822,46969,N. Lozano
720822,46687,A. Montoro
720822,46679,Quini
720822,47468,R. Rochina
720822,31,J. Gimenez
720822,56,A. Griezmann
720822,753,M. Llorente
720822,39,S. Savic
720822,199,S. Vrsaljko
720825,758,G. Bale
720825,748,D. Ceballos
720825,47273,Y. Berchiche
720825,2670,I. Martinez
720825,47286,P. Nolaskoain
720825,104853,A. Villalibre
720825,47278,D. Vivian
720829,47273,Y. Berchiche
720829,47286,P. Nolaskoain
720829,183849,A. Paredes
720829,22015,B. Dia
720830,753,M. Llorente
720830,39,S. Savic
720830,46808,C. Fernandez
720830,1447,N. Monreal
720830,47303,A. Munoz
720830,47323,M. Oyarzabal
720830,18867,D. Rico
720830,47306,A. Sola
720830,47315,M. Zubimendi
720831,101814,R. Araujo
720831,2737,M. Braithwaite
720831,153,O. Dembele
720831,133609,Pedri
720831,141,M. Wague
720831,758,G. Bale
720831,748,D. Ceballos
720831,745,Isco
720831,1828,L. Jovic
720832,1264,Y. Sabaly
720832,47322,M. Merquelanz
720833,30453,J. Jankto
720833,2671,J. Mata
720833,46,Vitolo
720833,182501,J. Fontan
720833,2433,R. Tapia
720834,46770,J. A. Garrido
720835,46746,A. Budimir
720835,46654,A. Hernandez
720835,47510,J. Ramalho
720835,46795,D. Duarte
720835,46920,Y. Eteki
720835,46969,N. Lozano
720835,182166,I. Ruiz
720836,30433,Papu Gomez
720836,25345,K. Rekik
720836,47464,J. Campana
720836,47471,R. Marti
720836,47458,S. Postigo
720837,1482,T. Correia
720837,920,T. Lato
720837,921,C. Piccini
720837,923,D. Cheryshev
720837,32862,T. Kubo
720837,46733,A. Raillo
720838,46825,K. Bare
720838,1690,Miguelon
720838,47349,J. Puado
720840,18998,V. Camarasa
720840,1565,E. Gonzalez
720840,1264,Y. Sabaly
720840,2615,M. Gomez
720840,920,T. Lato
720840,923,D. Cheryshev
720840,1482,T. Correia
720841,182501,J. Fontan
720841,47317,A. Barrenetxea
720841,46808,C. Fernandez
720841,104821,J. Guridi
720841,47310,A. Illarramendi
720841,1447,N. Monreal
720841,47323,M. Oyarzabal
720842,1484,R. Battaglia
720842,32862,T. Kubo
720842,927,Lee Kang-In
720842,46733,A. Raillo
720842,47422,Y. En Nesyri
720842,30433,Papu Gomez
720842,25345,K. Rekik
720843,46795,D. Duarte
720843,46920,Y. Eteki
720843,2051,M. Gonalons
720843,46969,N. Lozano
720843,182166,I. Ruiz
720843,47459,Chema
720843,47250,Djene
720843,30453,J. Jankto
720843,47324,S. Ramirez
720843,46,Vitolo
720844,46825,K. Bare
720844,46968,O. Gil
720844,1690,Miguelon
720844,47273,Y. Berchiche
720844,47286,P. Nolaskoain
720844,104853,A. Villalibre
720844,182560,O. Zarraga
720845,47464,J. Campana
720845,47471,R. Marti
720845,47576,G. Melero
720845,1448,S. Mustafi
720845,47458,S. Postigo
720845,47441,N. Radoja
720845,926,G. Kondogbia
720845,45,T. Lemar
720845,753,M. Llorente
720846,758,G. Bale
720846,748,D. Ceballos
720846,745,Isco
720846,754,L. Modric
720846,756,F. Valverde
720846,47384,Cote
720846,46654,A. Hernandez
720846,47510,J. Ramalho
720847,47322,M. Merquelanz
720847,101814,R. Araujo
720847,2737,M. Braithwaite
720847,153,O. Dembele
720847,135775,A. Fati
720847,133609,Pedri
720847,141,M. Wague
720847,538,F. de Jong
720848,166,J. Foyth
720848,1707,G. Moreno
720848,163245,M. Calderon
720848,46770,J. A. Garrido
720848,46772,Jose Mari
720849,926,G. Kondogbia
720849,45,T. Lemar
720849,753,M. Llorente
720849,1568,P. Akouokou
720849,1439,H. Bellerin
720849,18998,V. Camarasa
720849,1264,Y. Sabaly
720850,101814,R. Araujo
720850,2737,M. Braithwaite
720850,153,O. Dembele
720850,135775,A. Fati
720850,133609,Pedri
720850,137,S. Roberto
720850,141,M. Wague
720850,538,F. de Jong
720850,47352,F. Pacheco
720851,30453,J. Jankto
720851,47324,S. Ramirez
720851,46,Vitolo
720851,46968,O. Gil
720851,47551,R. de Tomas
720852,163245,M. Calderon
720852,46770,J. A. Garrido
720852,53625,V. Haroyan
720852,46772,Jose Mari
720852,1687,J. Costa
720852,32862,T. Kubo
720852,46733,A. Raillo
720853,47471,R. Marti
720853,47576,G. Melero
720853,1448,S. Mustafi
720853,47458,S. Postigo
720853,47441,N. Radoja
720853,47460,Rober Pier
720853,46795,D. Duarte
720853,46920,Y. Eteki
720853,2051,M. Gonalons
720853,182166,I. Ruiz
720853,46969,N. Lozano
720854,182626,I. Ezkurdia
720854,46808,C. Fernandez
720854,104821,J. Guridi
720854,47310,A. Illarramendi
720854,1447,N. Monreal
720854,47323,M. Oyarzabal
720854,47273,Y. Berchiche
720854,47286,P. Nolaskoain
720854,183849,A. Paredes
720854,104853,A. Villalibre
720854,47278,D. Vivian
720854,182560,O. Zarraga
720855,30433,Papu Gomez
720855,25345,K. Rekik
720855,46654,A. Hernandez
720855,46646,S. Herrera
720855,47510,J. Ramalho
720856,923,D. Cheryshev
720856,2615,M. Gomez
720856,920,T. Lato
720856,166,J. Foyth
720856,1707,G. Moreno
720857,47322,M. Merquelanz
720858,47340,P. Piatti
720858,758,G. Bale
720858,759,K. Benzema
720858,748,D. Ceballos
720858,756,F. Valverde
720859,47360,X. Navarro
720859,46651,C. Clerc
720859,47471,R. Marti
720859,47576,G. Melero
720859,1448,S. Mustafi
720859,47458,S. Postigo
720860,47273,Y. Berchiche
720860,2670,I. Martinez
720860,47286,P. Nolaskoain
720860,104853,A. Villalibre
720860,47278,D. Vivian
720860,182560,O. Zarraga
720860,11471,T. Alarcon
720860,163245,M. Calderon
720860,46770,J. A. Garrido
720860,46772,Jose Mari
720861,1568,P. Akouokou
720861,18998,V. Camarasa
720861,1264,Y. Sabaly
720861,47422,Y. En Nesyri
720861,2054,J. Navas
720862,47440,B. Mendez
720862,934,S. Mina
720862,642,S. Aguero
720862,2737,M. Braithwaite
720862,153,O. Dembele
720862,38735,S. Dest
720862,912,Neto
720862,133609,Pedri
720862,136,G. Pique
720862,137,S. Roberto
720862,141,M. Wague
720863,32862,T. Kubo
720863,46733,A. Raillo
720863,40419,A. Sedlar
720863,47057,R. Guti
720863,47340,P. Piatti
720864,46968,O. Gil
720864,46795,D. Duarte
720864,46920,Y. Eteki
720864,2051,M. Gonalons
720864,46969,N. Lozano
720864,47085,L. Milla
720864,182166,I. Ruiz
720865,46654,A. Hernandez
720865,46808,C. Fernandez
720865,104821,J. Guridi
720865,47310,A. Illarramendi
720865,1447,N. Monreal
720866,758,G. Bale
720866,748,D. Ceballos
720866,760,M. Diaz
720866,10009,Rodrygo
720866,756,F. Valverde
720866,47322,M. Merquelanz
720867,923,D. Cheryshev
720867,915,Gabriel Paulista
720867,45,T. Lemar
720867,753,M. Llorente
720867,41595,I. Saponjic
720868,166,J. Foyth
720868,1707,G. Moreno
720868,30453,J. Jankto
720868,47324,S. Ramirez
720868,47257,D. Suarez
720869,583,Joao Felix
720869,41595,I. Saponjic
720869,169,K. Trippier
720869,46654,A. Hernandez
720869,46649,Perez Juan
720870,642,S. Aguero
720870,2737,M. Braithwaite
720870,38735,S. Dest
720870,135775,A. Fati
720870,133609,Pedri
720870,141,M. Wague
720870,46968,O. Gil
720871,47432,H. Mallo
720871,2433,R. Tapia
720871,1707,G. Moreno
720872,30453,J. Jankto
720872,163245,M. Calderon
720872,46770,J. A. Garrido
720872,50009,J. Jonsson
720872,46772,Jose Mari
720872,66761,M. Osmajic
720873,46795,D. Duarte
720873,46969,N. Lozano
720873,47085,L. Milla
720873,758,G. Bale
720873,748,D. Ceballos
720873,2296,E. Hazard
720873,756,F. Valverde
720874,182669,Blesa Alex
720874,47576,G. Melero
720874,47458,S. Postigo
720874,47460,Rober Pier
720874,47273,Y. Berchiche
720874,47286,P. Nolaskoain
720874,47278,D. Vivian
720875,46808,C. Fernandez
720875,104821,J. Guridi
720875,47310,A. Illarramendi
720875,1447,N. Monreal
720875,47314,I. Zubeldia
720875,1482,T. Correia
720875,915,Gabriel Paulista
720875,919,H. Guillamon
720875,920,T. Lato
720876,47422,Y. En Nesyri
